WO_NO,EQP_TAG,DETC_DT,STRT_DT,END_DT,MNT_TYPE,FAIL_MODE,DOWN_MIN,PART_CHG,WRKR_ID,WRK_TEAM,REMARK
WO-2024-01862,P1-BF2-BLW01,2024-11-13 15:46,2024-11-15 02:23,2024-11-15 10:24,CBM,ELE,335,N,MT-1018,MT-C,"1호기 재발, ELE 이상"
WO-2024-01863,P1-BF2-BLW01,2024-11-13 23:01,2024-11-14 01:30,2024-11-14 15:20,BM,UNB,355,N,MT-1004,MT-A,불평형 의심
WO-2024-01864,P1-BF2-BFR01,2024-11-14 07:07,2024-11-14 10:32,2024-11-14 12:28,BM,ELE,116,N,MT-1022,MT-D,ELE 이상
WO-2024-01865,P1-SP2-DCF02,2024-11-14 07:32,2024-11-14 10:28,2024-11-14 11:54,TBM,,55,N,MT-1024,MT-D,TBM 점검
WO-2024-01866,P1-SP1-MIX02,2024-11-14 22:19,2024-11-15 02:05,2024-11-15 03:54,TBM,,109,N,MT-1010,MT-B,순회점검 후속
WO-2024-01867,P1-BF1-CAS01,2024-11-15 14:08,2024-11-15 19:03,2024-11-15 20:01,BM,ETC,58,N,MT-1004,MT-A,
WO-2024-01868,P1-SP1-BCV01,2024-11-15 23:09,2024-11-16 00:40,2024-11-16 10:24,BM,,584,N,MT-1018,MT-C,재점검 필요
WO-2024-01869,P1-CC1-SEG03,2024-11-16 06:16,2024-11-16 07:34,2024-11-16 10:17,BM,SEL,100,N,MT-1008,MT-B,"3호기 재발, 누수 발생"
WO-2024-01870,P1-CC2-PMP01,2024-11-16 14:14,2024-11-16 17:20,2024-11-16 20:08,TBM,,167,N,MT-1007,MT-B,순회점검 후속
WO-2024-01871,P1-CC1-SEG01,2024-11-16 22:51,2024-11-17 00:13,2024-11-17 04:48,TBM,,0,Y,MT-1020,MT-D,"1호기 재발, 정기점검 - 이상없음"
WO-2024-01872,P1-CC1-EMS01,2024-11-17 06:22,2024-11-17 10:12,2024-11-17 13:23,TBM,,190,N,MT-1013,MT-C,순회점검 후속
WO-2024-01873,P1-SM1-CRN02,2024-11-17 11:42,2024-11-17 13:51,2024-11-17 18:45,TBM,,293,Y,MT-1015,MT-C,정기점검 실시
WO-2024-01874,P1-BF1-CAS01,2024-11-17 14:05,2024-11-17 16:05,2024-11-17 18:45,TBM,,50,N,MT-1013,MT-C,점검 이상없음
WO-2024-01875,P1-CC2-TUN01,2024-11-17 22:56,2024-11-17 23:20,2024-11-18 02:06,TBM,,0,N,MT-1004,MT-A,"1호기 재발, 정기점검 - 이상없음"
WO-2024-01876,P1-CC1-INS01,2024-11-17 23:01,2024-11-18 00:32,2024-11-18 04:52,TBM,,259,N,MT-1004,MT-A,  계획 점검 수행 
WO-2024-01877,P1-CC1-PMP01,2024-11-17 23:06,2024-11-18 01:48,2024-11-18 04:10,TBM,,142,N,MT-1001,MT-A,  정기점검 실시 
WO-2024-01878,P1-SM1-BOF02,2024-11-17 23:49,2024-11-18 03:25,2024-11-18 05:17,TBM,,0,N,MT-1004,MT-A,계획 점검 수행
WO-2024-01879,P1-SM1-RHD01,2024-11-18 03:58,2024-11-18 07:24,2024-11-18 08:26,BM,WER,50,N,MT-1007,MT-B,  마모량 초과 
WO-2024-01880,P1-CC1-PMP01,2024-11-18 15:34,2024-11-18 17:50,2024-11-18 18:29,BM,UNB,38,N,MT-1021,MT-D,회전체 밸런스 불량
WO-2024-01881,P1-CR1-DCF01,2024-11-18 22:30,2024-11-19 00:56,2024-11-19 10:06,BM,WER,550,Y,MT-1009,MT-B,표면 마모 확인
WO-2024-01882,P1-BF2-BLW01,2024-11-19 01:42,2024-11-19 05:16,2024-11-19 07:37,BM,,141,N,MT-1015,MT-C,확인 중
WO-2024-01883,P1-SP2-MIX01,2024-11-19 03:19,2024-11-19 08:35,2024-11-19 10:24,BM,LUB,108,N,MT-1018,MT-C,그리스 부족
WO-2024-01884,P1-SP1-SNM01,2024-11-19 07:55,2024-11-19 10:37,2024-11-20 06:08,BM,WER,1171,N,MT-1001,MT-A,표면 마모 화인
WO-2024-01885,P1-CR1-PKL01,2024-11-19 08:11,2024-11-19 10:10,2024-11-19 14:10,TBM,,0,N,MT-1004,MT-A,점검 이상없음
WO-2024-01886,P1-BF2-BFR01,2024-11-19 11:06,2024-11-19 12:40,2024-11-19 17:26,TBM,,0,N,MT-1005,MT-A,
WO-2024-01887,P1-CC2-SCC01,2024-11-19 14:47,2024-11-19 15:42,2024-11-19 20:16,TBM,,273,N,MT-1002,MT-A,TBM 점검
WO-2024-01888,P1-SP1-AGT01-MTR,2024-11-19 23:56,2024-11-20 03:18,2024-11-20 07:14,TBM,,236,N,MT-1017,MT-C,정기점검 실시
WO-2024-01889,P1-SP1-DCF01,2024-11-20 12:06,2024-11-20 13:39,2024-11-20 14:50,TBM,,70,Y,MT-1012,MT-B,
WO-2024-01890,P1-SP1-CLR01,2024-11-20 15:15,2024-11-20 18:28,2024-11-20 20:05,TBM,ELE,97,Y,MT-1010,MT-B,"1호기 재발, 모터 과열"
WO-2024-01891,P1-CR1-TCM01,2024-11-20 23:35,2024-11-24 00:34,2024-11-24 04:34,CBM,WER,105,N,MT-1024,MT-D,"1호기 재발, 마모 진행"
WO-2024-01892,P1-CR1-INS01,2024-11-20 23:46,2024-11-21 01:13,2024-11-21 04:40,TBM,,155,N,MT-1022,MT-D,계획 점검 수행
WO-2024-01893,P1-SP2-MIX01,2024-11-21 06:16,2024-11-21 07:07,2024-11-21 07:57,TBM,,0,N,MT-1017,MT-C,점검 이상없음
WO-2024-01894,P1-BF1-PCI01,2024-11-21 06:41,2024-11-21 08:59,2024-11-21 17:36,BM,,516,N,MT-1017,MT-C,
WO-2024-01895,P1-SP2-MIX02,2024-11-21 07:50,2024-11-21 08:43,2024-11-21 10:18,TBM,,0,N,MT-1017,MT-C,"  2호기 재발, 월간 점검 완료 "
WO-2024-01896,P1-BF1-BFR01,2024-11-21 22:11,2024-11-21 23:39,2024-11-22 01:46,TBM,,0,N,MT-1005,MT-A,"1호기 재발, 점검 이상없음"
WO-2024-01897,P1-CR1-CRN01,2024-11-21 22:14,2024-11-22 02:57,2024-11-22 12:50,BM,ETC,593,N,MT-1001,MT-A,원인 미상
WO-2024-01898,P1-CC1-PMP02,2024-11-21 23:48,2024-11-22 00:42,2024-11-22 02:52,TBM,UNB,0,Y,MT-1006,MT-A,"2호기 재발, 회전체 밸런스 불량"
WO-2024-01899,P1-BF1-HSV02,2024-11-22 06:39,2024-11-25 04:49,2024-11-25 14:21,CBM,ETC,572,Y,MT-1022,MT-D,재점검 필요
WO-2024-01900,P1-CR1-FAN02,2024-11-22 06:52,2024-11-22 10:21,2024-11-22 12:01,BM,LUB,100,N,MT-1024,MT-D,그리스 부족
WO-2024-01901,P1-CR1-SPM01-MTR,2024-11-22 07:12,2024-11-22 08:06,2024-11-22 12:47,TBM,,0,N,MT-1022,MT-D,월간 점검 완료
WO-2024-01902,P1-CC2-PMP02,2024-11-22 07:28,2024-11-22 11:18,2024-11-22 14:22,TBM,UNB,75,N,MT-1024,MT-D,진동 상승
WO-2024-01903,P1-CC1-SCC01,2024-11-22 14:49,2024-11-22 18:20,2024-11-22 20:14,TBM,,0,N,MT-1021,MT-D,"1호기 재발, TBM 점검"
WO-2024-01904,P1-CR1-PMP02,2024-11-23 05:47,2024-11-23 09:49,2024-11-23 18:56,BM,,547,N,MT-1014,MT-C,
WO-2024-01905,P1-SP2-AGT01,2024-11-23 06:44,2024-11-23 07:05,2024-11-23 10:36,TBM,,0,N,MT-1004,MT-A,  점검 이상없음 
WO-2024-01906,P1-CR1-PMP01,2024-11-23 07:41,2024-11-23 10:13,2024-11-23 14:48,TBM,,274,N,MT-1002,MT-A,점검 이상없음
WO-2024-01907,P1-CC1-SEG03,2024-11-23 15:55,2024-11-23 17:30,2024-11-23 21:16,TBM,,185,N,MT-1002,MT-A,정기점검 - 이상없음
WO-2024-01908,P1-CC2-SEG04,2024-11-23 18:39,2024-11-23 20:25,2024-11-23 21:48,TBM,,82,N,MT-1013,MT-C,계획 점검 수행
WO-2024-01909,P1-SP1-MIX01,2024-11-23 22:41,2024-11-24 01:41,2024-11-24 19:52,BM,BRG,790,Y,MT-1015,MT-C,구동측 베어링 발열
WO-2024-01910,P1-CC1-TUN01,2024-11-24 00:11,2024-11-24 03:59,2024-11-24 06:32,TBM,,152,N,MT-1020,MT-D,순회점검 후속
WO-2024-01911,P1-SM1-DCF01,2024-11-24 06:12,2024-11-24 10:01,2024-11-24 12:20,TBM,,139,N,MT-1011,MT-B,정기점검 - 이상없음
WO-2024-01912,P1-SP2-DCF01,2024-11-24 09:09,2024-11-24 11:16,2024-11-24 13:48,BM,SEL,115,N,MT-1010,MT-B,  SEAL 손상 
WO-2024-01913,P1-BF1-PCI01,2024-11-24 10:12,2024-11-24 14:22,2024-11-24 15:57,BM,ETC,30,N,MT-1011,MT-B,"1호기 재발, 확인 중"
WO-2024-01914,P1-SP2-EXF01,2024-11-24 14:32,2024-11-24 17:05,2024-11-24 19:40,TBM,,140,N,MT-1009,MT-B,순회점검 후속
WO-2024-01915,P1-CR1-RCL01,2024-11-24 15:12,2024-11-24 16:12,2024-11-24 17:07,BM,WER,25,Y,MT-1008,MT-B,표면 마모 확인
WO-2024-01916,P1-CC1-SEG04,2024-11-24 18:28,2024-11-24 21:51,2024-11-25 03:47,BM,WER,185,N,MT-1024,MT-D,마모량 초과
WO-2024-01917,P1-SP2-DCF01,2024-11-24 18:45,2024-11-24 21:43,2024-11-25 02:11,TBM,,268,N,MT-1024,MT-D,"  1호기 재발, 월간 점검 완료 "
WO-2024-01918,P1-SM1-LFR01,2024-11-24 22:36,2024-11-24 22:51,2024-11-25 00:47,TBM,,75,N,MT-1023,MT-D,"1호기 재발, 월간 점검 완료"
WO-2024-01919,P1-CR1-TCM01,2024-11-25 03:29,2024-11-27 04:26,2024-11-27 10:16,CBM,LUB,349,N,MT-1003,MT-A,"1호기 재발, 누유 확인"
WO-2024-01920,P1-BF2-HSV03,2024-11-25 10:09,2024-11-25 12:41,2024-11-25 17:37,TBM,,295,N,MT-1017,MT-C,순회점검 후속
WO-2024-01921,P1-SM1-DCF01,2024-11-25 14:05,2024-11-25 14:56,2024-11-26 13:41,BM,ETC,1365,N,MT-1014,MT-C,특이사항
WO-2024-01922,P1-CR1-CAL01,2024-11-25 14:19,2024-11-30 04:19,2024-11-30 07:12,CBM,MAL,130,N,MT-1018,MT-C,"1호기 재발, 설비 트립"
WO-2024-01923,P1-SM1-BOF01,2024-11-25 14:31,2024-11-25 17:07,2024-11-25 20:55,TBM,,0,Y,MT-1016,MT-C,
WO-2024-01924,P1-BF2-HSV03,2024-11-25 15:46,2024-11-25 16:22,2024-11-25 18:17,BM,ELE,115,N,MT-1017,MT-C,  전류 불안정 
WO-2024-01925,P1-CC2-SEG01,2024-11-25 23:29,2024-11-26 01:31,2024-11-26 05:14,TBM,,222,N,MT-1002,MT-A,월간 점검 완료
WO-2024-01926,P1-SP2-DCF01,2024-11-26 03:06,2024-11-26 05:06,2024-11-27 03:20,BM,WER,1175,N,MT-1007,MT-B,WEAR 확인
WO-2024-01927,P1-CC2-LDT01,2024-11-26 07:22,2024-11-26 11:12,2024-11-26 14:35,TBM,LUB,202,N,MT-1019,MT-D,"1호기 재발, 오일 레벨 저하"
WO-2024-01928,P1-SP2-SNM01,2024-11-26 19:10,2024-11-26 20:20,2024-11-26 22:46,BM,ELE,0,N,MT-1011,MT-B,전류 불안정
WO-2024-01929,P1-BF2-BLW01,2024-11-27 06:05,2024-11-27 06:54,2024-11-27 13:26,BM,ETC,391,N,MT-1004,MT-A,
WO-2024-01930,P1-SM1-RHD01,2024-11-27 14:27,2024-11-27 15:12,2024-11-27 17:57,TBM,,0,N,MT-1003,MT-A,정기점검 실시
WO-2024-01931,P1-BF2-BLW01,2024-11-27 14:49,2024-11-27 15:03,2024-11-27 16:42,TBM,,98,N,MT-1001,MT-A,정기점검 실시
WO-2024-01932,P1-CC2-SEG03,2024-11-27 17:44,2024-11-27 21:37,2024-11-27 23:03,BM,ETC,80,N,MT-1003,MT-A,재점검 필요
WO-2024-01933,P1-CC2-INS01,2024-11-27 23:12,2024-12-02 16:27,2024-12-02 18:29,CBM,SEL,121,Y,MT-1017,MT-C,누수 발생
WO-2024-01934,P1-CC2-EMS01,2024-11-27 23:52,2024-11-28 02:47,2024-11-28 04:13,TBM,,85,N,MT-1015,MT-C,
WO-2024-01935,P1-BF2-HSV01,2024-11-28 15:13,2024-11-28 15:42,2024-11-28 18:43,BM,MAL,180,Y,MT-1008,MT-B,동작 불량
WO-2024-01936,P1-CC2-SEG03,2024-11-28 22:02,2024-11-28 23:32,2024-11-29 07:53,BM,SEL,465,N,MT-1020,MT-D,누수 발생
WO-2024-01937,P1-SP1-CRS01,2024-11-28 23:47,2024-11-29 03:04,2024-11-29 04:24,BM,MAL,80,N,MT-1020,MT-D,오작동 발생
WO-2024-01938,P1-CR1-CRN01,2024-11-29 23:18,2024-11-29 23:51,2024-11-30 01:23,BM,WER,91,N,MT-1005,MT-A,
WO-2024-01939,P1-CC2-MLD01,2024-11-30 02:30,2024-11-30 05:48,2024-11-30 09:28,BM,LUB,180,Y,MT-1007,MT-B,급유 불량
WO-2024-01940,P1-CC1-INS01,2024-11-30 06:15,2024-12-03 15:57,2024-12-03 17:55,CBM,SEL,117,N,MT-1023,MT-D,씰 누수
WO-2024-01941,P1-CR1-TCM01,2024-11-30 06:28,2024-12-02 05:02,2024-12-02 11:17,CBM,WER,374,N,MT-1022,MT-D,마모량 초과
WO-2024-01942,P1-CR1-DCF01,2024-11-30 07:08,2024-11-30 13:03,2024-11-30 19:53,BM,SEL,410,N,MT-1022,MT-D,패킹 누설
WO-2024-01943,P1-CC1-INS01,2024-11-30 14:33,2024-11-30 15:36,2024-11-30 21:04,BM,ELE,327,N,MT-1023,MT-D,전류 불안정
WO-2024-01944,P1-BF1-HSV01,2024-11-30 23:50,2024-12-01 02:55,2024-12-01 03:46,BM,WER,50,N,MT-1012,MT-B,WEAR 확인
WO-2024-01945,P1-CC1-MLD01,2024-12-01 06:38,2024-12-01 07:51,2024-12-01 11:31,TBM,,195,Y,MT-1003,MT-A,월간 점검 완료
WO-2024-01946,P1-CC1-SEG01,2024-12-01 07:33,2024-12-01 11:10,2024-12-01 12:36,BM,WER,0,N,MT-1002,MT-A,라이너 마모
WO-2024-01947,P1-SP1-MIX01,2024-12-01 14:26,2024-12-01 19:43,2024-12-01 23:13,BM,WER,209,N,MT-1006,MT-A,WEAR 확인
WO-2024-01948,P1-SP2-CRS01,2024-12-01 14:52,2024-12-10 01:23,2024-12-10 10:41,CBM,,557,N,MT-1003,MT-A,화인 중
WO-2024-01949,P1-CR1-SPM01,2024-12-01 15:23,2024-12-01 17:27,2024-12-01 21:02,TBM,,85,N,MT-1003,MT-A,월간 점검 완료
WO-2024-01950,P1-CC2-SEG03,2024-12-01 15:30,2024-12-01 16:23,2024-12-01 20:40,TBM,,256,N,MT-1003,MT-A,TBM 점검
WO-2024-01951,P1-BF2-BFR01,2024-12-01 15:38,2024-12-01 19:58,2024-12-01 22:48,BM,,170,N,MT-1004,MT-A,현상 재현 안됨
WO-2024-01952,P1-SP1-DCF02,2024-12-01 15:45,2024-12-01 17:01,2024-12-01 19:46,TBM,,0,Y,MT-1005,MT-A,점검 이상없음
WO-2024-01953,P1-CR1-PMP03,2024-12-01 15:50,2024-12-01 17:33,2024-12-02 00:15,BM,,402,Y,MT-1001,MT-A,확인 중
WO-2024-01954,P1-BF1-BLW01,2024-12-01 21:10,2024-12-02 00:41,2024-12-02 04:17,BM,LUB,216,N,MT-1013,MT-C,
WO-2024-01955,P1-CR1-SPM01,2024-12-02 06:01,2024-12-02 11:22,2024-12-02 14:35,BM,LUB,90,N,MT-1007,MT-B,오일 레벨 저하
WO-2024-01956,P1-SP2-EXF01-MTR,2024-12-02 15:31,2024-12-02 16:49,2024-12-02 18:06,TBM,,0,N,MT-1012,MT-B,
WO-2024-01957,P1-CC1-LDT01,2024-12-02 15:43,2024-12-02 19:26,2024-12-02 20:15,TBM,LUB,40,N,MT-1008,MT-B,
WO-2024-01958,P1-SP1-EXF01,2024-12-02 19:58,2024-12-02 22:33,2024-12-03 00:48,TBM,,95,Y,MT-1021,MT-D,
WO-2024-01959,P1-CC1-PMP01,2024-12-02 22:55,2024-12-03 02:35,2024-12-03 06:32,BM,BRG,236,N,MT-1021,MT-D,이상음 발생
WO-2024-01960,P1-BF1-HSV01,2024-12-02 23:16,2024-12-03 01:42,2024-12-03 03:08,TBM,,65,N,MT-1019,MT-D,
WO-2024-01961,P1-CR1-WLD01,2024-12-03 07:05,2024-12-03 10:52,2024-12-03 11:49,TBM,,15,N,MT-1013,MT-C,"1호기 재발, 순회점검 후속"
WO-2024-01962,P1-CC1-PMP02,2024-12-03 07:11,2024-12-09 20:34,2024-12-10 03:54,CBM,,265,Y,MT-1014,MT-C,재점검 필요
WO-2024-01963,P1-SM1-CRN02,2024-12-03 10:13,2024-12-03 14:50,2024-12-03 18:41,BM,MAL,195,N,MT-1014,MT-C,오작동 발생
WO-2024-01964,P1-CR1-TCM01,2024-12-03 15:23,2024-12-03 17:33,2024-12-03 21:36,TBM,,242,N,MT-1018,MT-C,점검 이상없음
WO-2024-01965,P1-SP2-AGT01,2024-12-03 15:27,2024-12-03 18:50,2024-12-03 23:12,BM,ETC,262,N,MT-1018,MT-C,원인 미상
WO-2024-01966,P1-BF2-HSV01,2024-12-03 15:32,2024-12-03 18:25,2024-12-03 19:30,TBM,,35,N,MT-1017,MT-C,순회점검 후속
WO-2024-01967,P1-SP1-IGF01,2024-12-03 22:58,2024-12-04 01:00,2024-12-04 05:51,TBM,ELE,0,N,MT-1004,MT-A,절연 저하
WO-2024-01968,P1-CC2-SEG02,2024-12-03 23:02,2024-12-04 04:06,2024-12-04 05:37,BM,ETC,30,N,MT-1003,MT-A,
WO-2024-01969,P1-SP1-MIX01,2024-12-04 06:18,2024-12-04 07:03,2024-12-04 09:10,TBM,,90,N,MT-1021,MT-D,
WO-2024-01970,P1-SP1-CRS01,2024-12-03 23:27,2024-12-04 01:28,2024-12-04 05:14,TBM,,0,N,MT-1004,MT-A,TBM 점검
WO-2024-01971,P1-CC1-PMP01,2024-12-04 15:21,2024-12-09 04:56,2024-12-09 07:31,CBM,LUB,110,N,MT-1024,MT-D,급유 불량
WO-2024-01972,P1-SM1-CRN02,2024-12-04 22:01,2024-12-05 01:03,2024-12-05 03:40,TBM,,156,N,MT-1010,MT-B,점검 이상없음
WO-2024-01973,P1-SP2-BCV02,2024-12-04 22:08,2024-12-05 03:43,2024-12-05 12:49,BM,LUB,415,N,MT-1011,MT-B,누유 확인
WO-2024-01974,P1-BF2-BFR01,2024-12-04 22:47,2024-12-05 00:14,2024-12-05 03:03,BM,LUB,168,N,MT-1010,MT-B,
WO-2024-01975,P1-SP1-AGT01,2024-12-04 23:36,2024-12-05 00:01,2024-12-05 09:35,BM,ETC,574,N,MT-1009,MT-B,특이사항
WO-2024-01976,P1-CC2-PMP02,2024-12-05 06:15,2024-12-05 11:46,2024-12-05 12:32,BM,UNB,25,Y,MT-1005,MT-A,진동 상승
WO-2024-01977,P1-CC2-MLD01,2024-12-05 06:35,2024-12-05 10:45,2024-12-05 16:18,BM,,130,N,MT-1004,MT-A,현상 재현 안됨
WO-2024-01978,P1-SP2-AGT01,2024-12-05 20:41,2024-12-06 01:47,2024-12-06 16:55,BM,LUB,690,Y,MT-1015,MT-C,급유 불량
WO-2024-01979,P1-SP1-EXF01-MTR,2024-12-05 22:13,2024-12-06 01:56,2024-12-06 04:51,TBM,,0,Y,MT-1016,MT-C,계획 점검 수행
WO-2024-01980,P1-SP1-CRS01,2024-12-05 22:44,2024-12-07 15:51,2024-12-08 00:40,CBM,WER,430,N,MT-1017,MT-C,WEAR 확인
WO-2024-01981,P1-BF2-PCI01,2024-12-05 22:50,2024-12-06 02:48,2024-12-06 05:37,TBM,,168,N,MT-1013,MT-C,TBM 점검검
WO-2024-01982,P1-CR1-RCL01,2024-12-06 00:28,2024-12-06 02:31,2024-12-06 05:40,TBM,,55,N,MT-1021,MT-D,순회점검 후속
WO-2024-01983,P1-BF2-CAS01,2024-12-06 04:28,2024-12-06 08:23,2024-12-06 10:31,TBM,,127,N,MT-1022,MT-D,정기점검 - 이상없음
WO-2024-01984,P1-BF2-BLW01,2024-12-06 07:21,2024-12-06 07:42,2024-12-06 15:25,BM,BRG,370,N,MT-1012,MT-B,BRG소음 확인
WO-2024-01985,P1-BF2-HSV02,2024-12-06 07:58,2024-12-06 09:39,2024-12-06 11:34,TBM,WER,0,N,MT-1007,MT-B,마모 진행
WO-2024-01986,P1-BF2-PCI01,2024-12-07 14:11,2024-12-07 17:20,2024-12-08 14:52,BM,LUB,1291,N,MT-1017,MT-C,윤활유 누유
WO-2024-01987,P1-CR1-WLD01,2024-12-07 15:02,2024-12-13 09:05,2024-12-13 17:41,CBM,SEL,515,N,MT-1016,MT-C,누수 발생
WO-2024-01988,P1-SP2-CRS01,2024-12-07 23:13,2024-12-08 00:27,2024-12-08 01:27,TBM,,40,N,MT-1001,MT-A,월간 점검 완료
WO-2024-01989,P1-BF1-BFR01,2024-12-08 14:47,2024-12-08 20:46,2024-12-08 22:07,BM,MAL,50,N,MT-1022,MT-D,설비 트립
WO-2024-01990,P1-CC1-SEG02,2024-12-08 15:07,2024-12-08 18:16,2024-12-08 23:00,TBM,LUB,0,N,MT-1020,MT-D,"2호기 재발, 윤활유 누유"
WO-2024-01991,P1-SP2-AGT01-MTR,2024-12-08 23:42,2024-12-09 02:10,2024-12-09 03:25,TBM,LUB,0,N,MT-1007,MT-B,"1호기 재발, 오일 레벨 저하"
WO-2024-01992,P1-SP2-BCV02,2024-12-09 05:57,2024-12-09 08:41,2024-12-09 12:35,BM,BRG,130,N,MT-1014,MT-C,BRG소음 확인
WO-2024-01993,P1-CC1-SEG04,2024-12-09 06:59,2024-12-09 10:39,2024-12-09 11:55,TBM,,0,N,MT-1002,MT-A,"4호기 재발, 정기점검 실시"
WO-2024-01994,P1-BF1-HSV03,2024-12-09 07:45,2024-12-09 11:06,2024-12-09 13:17,BM,,65,N,MT-1003,MT-A,"3호기 재발, 특이사항"
WO-2024-01995,P1-CC1-EMS01,2024-12-09 14:32,2024-12-09 17:40,2024-12-09 21:07,BM,ETC,207,N,MT-1006,MT-A,원인 미상
WO-2024-01996,P1-SP1-SCR02,2024-12-09 10:03,2024-12-11 11:38,2024-12-11 16:07,CBM,,268,Y,MT-1006,MT-A,특이사항
WO-2024-01997,P1-CR1-PMP01,2024-12-09 15:35,2024-12-09 21:24,2024-12-09 22:20,BM,LUB,56,N,MT-1005,MT-A,오일 레벨 저하
WO-2024-01998,P1-BF1-BLW01,2024-12-09 20:51,2024-12-09 22:06,2024-12-10 02:37,TBM,,250,N,MT-1018,MT-C,점검 이상없음
WO-2024-01999,P1-CR1-CAL01,2024-12-09 23:43,2024-12-10 01:50,2024-12-10 05:55,TBM,,95,N,MT-1015,MT-C,
WO-2024-02000,P1-BF2-PCI01,2024-12-10 05:02,2024-12-10 10:39,2024-12-10 12:31,BM,LUB,111,N,MT-1020,MT-D,누유 확인
WO-2024-02001,P1-SP1-AGT01,2024-12-10 06:59,2024-12-10 07:11,2024-12-10 11:28,TBM,,0,N,MT-1010,MT-B,순회점검 후속
WO-2024-02002,P1-CR1-PMP02,2024-12-10 14:56,2024-12-10 17:34,2024-12-10 18:53,TBM,,79,N,MT-1012,MT-B,"2호기 재발, TBM 점검"
WO-2024-02003,P1-BF1-HSV01,2024-12-10 17:51,2024-12-10 20:28,2024-12-11 04:41,BM,,350,N,MT-1010,MT-B,  화인 중 
WO-2024-02004,P1-SM1-CRN01,2024-12-10 23:28,2024-12-11 02:33,2024-12-11 03:31,TBM,,20,N,MT-1024,MT-D,
WO-2024-02005,P1-BF1-HSV02,2024-12-11 06:23,2024-12-11 09:43,2024-12-11 11:51,TBM,MAL,0,N,MT-1016,MT-C,인터록 작동
WO-2024-02006,P1-SP2-SNM01,2024-12-11 07:27,2024-12-11 09:35,2024-12-11 10:26,TBM,,45,N,MT-1014,MT-C,순회점검 후속
WO-2024-02007,P1-BF1-BLW01,2024-12-11 07:42,2024-12-19 00:48,2024-12-19 06:26,CBM,UNB,125,N,MT-1015,MT-C,진동치 증가
WO-2024-02008,P1-CC2-SEG02,2024-12-11 14:12,2024-12-11 16:10,2024-12-11 19:17,TBM,,90,Y,MT-1014,MT-C,
WO-2024-02009,P1-CC2-INS01,2024-12-11 14:37,2024-12-18 07:32,2024-12-18 09:23,CBM,ELE,111,N,MT-1017,MT-C,"1호기 재발, 전류 불안정"
WO-2024-02010,P1-CR1-CRN01,2024-12-11 15:20,2024-12-11 16:27,2024-12-11 17:33,TBM,,66,N,MT-1014,MT-C,월간 점검 완료
WO-2024-02011,P1-BF1-PCI01,2024-12-11 15:57,2024-12-11 21:05,2024-12-12 00:42,BM,LUB,217,N,MT-1013,MT-C,급유 불량
WO-2024-02012,P1-BF1-PCI01,2024-12-11 22:05,2024-12-11 22:27,2024-12-11 23:16,TBM,,35,Y,MT-1002,MT-A,
WO-2024-02013,P1-CC2-MLD01,2024-12-12 00:24,2024-12-12 02:12,2024-12-12 05:31,TBM,,199,Y,MT-1011,MT-B,계획 점검 수행
WO-2024-02014,P1-SP1-MIX01,2024-12-12 02:10,2024-12-12 04:59,2024-12-12 11:41,BM,ETC,402,N,MT-1008,MT-B,"1호기 재발, 확인 중"
WO-2024-02015,P1-SP1-MIX02,2024-12-12 03:28,2024-12-12 06:10,2024-12-12 08:00,TBM,,109,N,MT-1008,MT-B,계획 점검 수행
WO-2024-02016,P1-CR1-PMP03,2024-12-12 06:30,2024-12-12 08:34,2024-12-12 11:54,TBM,UNB,200,N,MT-1019,MT-D,"3호기 재발, 진동 상승"
WO-2024-02017,P1-BF1-BLW01,2024-12-12 15:11,2024-12-12 19:12,2024-12-12 23:46,BM,ELE,145,N,MT-1021,MT-D,ELE 이상
WO-2024-02018,P1-SP2-IGF01,2024-12-12 15:28,2024-12-12 16:05,2024-12-12 18:17,TBM,WER,90,N,MT-1022,MT-D,마모량 초과
WO-2024-02019,P1-BF1-HSV03,2024-12-12 15:42,2024-12-12 17:08,2024-12-12 18:28,TBM,,50,Y,MT-1024,MT-D,TBM 점검
WO-2024-02020,P1-SP1-MIX02,2024-12-12 22:38,2024-12-13 03:19,2024-12-13 06:04,BM,WER,75,N,MT-1009,MT-B,마모 진행
WO-2024-02021,P1-BF2-HSV03,2024-12-12 23:11,2024-12-13 03:48,2024-12-13 05:26,BM,ELE,97,N,MT-1012,MT-B,"3호기 재발, 절연 저하"
WO-2024-02022,P1-CC2-PMP01,2024-12-13 06:03,2024-12-19 14:20,2024-12-19 17:12,CBM,BRG,171,N,MT-1001,MT-A,구동측 베어링 발열
WO-2024-02023,P1-SP1-EXF01,2024-12-13 06:09,2024-12-18 23:14,2024-12-19 06:38,CBM,ELE,444,N,MT-1004,MT-A,  모터 과열 
WO-2024-02024,P1-CC2-INS01,2024-12-13 07:26,2024-12-13 09:27,2024-12-13 10:24,TBM,,0,N,MT-1001,MT-A,TBM 점검
WO-2024-02025,P1-CC2-PMP01,2024-12-13 07:32,2024-12-13 11:15,2024-12-13 13:18,TBM,LUB,0,N,MT-1005,MT-A,오일 레벨 저하
WO-2024-02026,P1-CR1-SPM01,2024-12-13 22:02,2024-12-14 21:47,2024-12-15 00:18,CBM,,151,Y,MT-1017,MT-C,특이사항
WO-2024-02027,P1-SP2-CLR01,2024-12-13 23:13,2024-12-13 23:56,2024-12-14 03:19,TBM,MAL,0,N,MT-1013,MT-C,오작동 발생
